track_id,track_name,peak_date,streams
3RVylAtukXgF7xSXFn2OwA,o impossível,2018-12-31,7917396
1uraiLj6cknVMCPazJIHK6,instigante,2015-01-21,821581
4kUpVCOVfhipS0KRuoBYvs,dependente,2016-09-19,79134
1DnqUPicdZVmHncWAGwAbz,instigante - ao vivo,2014-11-25,4994
1TaSkLG2bXx84YuKmJvncw,ipernova,2018-02-05,30552899
54PxYcGpSUCmlpGdFGTaYR,fiori di chernobyl,2020-04-11,20969660
5ZUbSBnGDbmBGcH2l1575M,un domani,2018-10-27,13005236
3OAViknUxfaGmBbGJet8jG,i grandi non piangono mai,2018-01-26,9510086
4D2snxPPfeYhKeZnGlYioU,ops,2018-05-18,5726839
5VaAi347sblIYxNf2UBqXr,carillon,2018-01-26,5286729
3AKm9sJmK0v3wUQYSLuze7,la somma,2019-05-17,3190785
1prey7RGLzP9zS4dk2Y6a8,9.3,2020-06-18,633714
1jjJVK6OmDYFhRlP78belz,superstite,2018-01-26,179258
1nLX044aR4i5KxXB4ABQUA,fuori luogo,2018-01-26,149569
30kxl4FnaEFS2qZkec3Zak,loin de moi,2019-12-31,30668118
0Jl9rd0LX2xrZFPEpRYWAT,mmm,2017-09-29,7061992
6VB70i0iZ76npVKwWVVUYx,souris verte,2020-01-31,6116072
3fsxaVOcdrxun6islmsklq,mignon garçon,2018-07-20,5586602
1OYliHobfsVlwcnQqtSSEE,p*tain de m*rde,2018-07-21,5403099
2XnjeLLa8kIgYUjNQuJ24v,kitoko,2019-07-05,4171383
4cLUMQU9692pF1UUY6B0Po,on t a dit,2018-10-23,3626255
450XNJRan5KMcpueK59gGo,pourquoi chérie,2017-07-28,2024294
4U0FU6CWp0BdhlthaRcW9W,boire et mousser,2020-02-18,1934147
4ctJ9E9vKb1N5eDsOLJzJs,physio - température,2016-09-10,1554420
0wSze2iSowjbw8gZfB6JBu,mon kiki,2018-05-04,1265593
7FKwr8lpj8zWtlaZamNCO5,minimum,2020-03-20,1146049
6j05qeoVAPY6Oe9mPfcJZx,benef,2019-02-08,1128693
1wxBP4KwMN2UyMJc6S0GJn,a gogo,2017-07-13,927471
7DH3aK1gQQXmQgn7pX5d8E,remontada,2018-05-04,649816
20N0WpovVTZ5CxKKSdaLlb,million de dollars,2019-03-22,531002
5cHDsgGQ9KyHbRkMsOVjZN,à gogo,2017-09-29,453859
6WzuBQg8YcvHrargJhHeS2,sac à dos,2017-09-29,452519
5esix7Kw5oGPVPu6sfhfNg,bénef,2019-03-22,315513
1UErsEpHdGH5PJqrQiOLqb,lambo,2019-03-22,290770
0pBxUk6MBltEmI7ZIwcjkR,monte en l air,2020-06-16,259260
0UgRJYESWGJG3yIsLZ2pH9,vodka,2019-08-09,257555
4bPAybkhQ3RiHizN6OPhIG,ça va,2018-05-04,230187
2Lb8MWjNifvc1Z5yg73L5C,à midi,2018-05-04,224533
1BBghJ7HDpvPuW89guslYW,cadeau,2018-04-21,218303
1sVSoa160VMCQ3riqbtODq,sans problème,2017-09-29,186378
5aJ1M43pinROpwaPnO8KRj,amor tumbado,2020-02-15,27419761
5NCBP3ivrIDcHEtzHSW3k0,el drip,2020-05-14,15073994
2yFQXRSMJgaixzpP6gn8jr,pacas verdes,2020-05-16,11968808
7LH2UUuyMHt7035PLZQ8wx,disfruto lo malo,2020-05-16,10817838
6MOjqs7ngSnZz3J5GZLAfm,arriba,2020-05-14,10282812
7K2JfvcKhIMwOndE6QBodf,el de la codeina,2020-05-16,9241999
7pNAvsuTCFaXzSSUmfBPxz,soy el diablo - remix,2019-10-26,4948662
7wqqITYuu4S9YqVZMlT7OH,los duros,2020-04-20,460048
4QcFr52iHF3tqlPRdXjRF6,soy el diablo,2019-10-26,77285
5RqR4ZCCKJDcBLIn4sih9l,party girl,2020-06-18,101736219
1RighqmKZNqLP9rklJ4HCz,le coach,2019-08-03,11908008
4zKqWCgGqwWlfJTNaj2R19,à nos héros du quotidien,2019-12-31,9110349
4hdwmvZ5IhBE5QhtxTQkNv,musica,2019-11-12,6573332
5rg6jVjcRlnifV86hAA6ro,en feu,2019-12-31,6292379
6iwkDhmdFfXu9RpjXrgFhz,mon everest,2017-02-11,5982684
2imLYhuE0rBYnSrhXDOaRX,ninja,2020-05-16,5930497
1ALK7oqxMr5yonp9ZfTWH5,zoum,2018-12-31,5369704
2IYGxdKf0z05vRG7AgtoZC,no me mires más,2016-03-12,5280375
6dbdxneD4mLKDgXJ6GQkJm,roule,2017-06-10,4758954
2XuQL2G6waqiSgHotdoWVi,cosmo,2014-11-08,4195373
5Ok3RTL7Pp4kdkgipDtnFF,fresh prince,2014-12-31,4047275
2wmMLxsKz2EWpXtNnlyjHw,barman,2015-12-31,3702100
0D4TbKjiinGIjnGdPXaQ80,le diable ne s habille plus en prada,2016-07-30,3597493
27KAjnfZpydekdYZDWp2PA,millionnaire,2015-10-03,2468767
7sBgU9EM4H7QF8S4q24bAp,à la vie à l amour,2018-12-31,2253210
05hHQgQoZTULVlV1KtcdLV,clown,2015-04-25,1314684
6ewMh7J7GC8hkjTSL0glPo,fais le moonwalk - double face 2015,2015-08-29,915494
72W5zP2whL5gWb8WmxJuPm,millions de mélos,2019-05-31,658141
0knb2aRjJbgzZ2CfSCuD5a,c est que du rap,2018-11-23,443459
6askNd1HGYepJQaWF1A2yN,mon précieux,2017-11-25,342585
6tuvfjS7c5nll0U5I48MLP,marseille c est...,2016-10-15,334492
5v3t6HbGJv4HBW940IJ5Wx,la vida,2020-04-25,313798
7FREc5qdUyXpwIdZdQYyqV,ils nous connaissent pas,2014-10-28,281169
6NihZMHV5S2w0GdHDSbD7I,ma famille,2017-08-25,202662
45J2bzc7hNpzBbzgc3TKOQ,mieux que nous,2015-05-23,199953
0NSPfcayfihVcBEC6P4u4y,la mala,2015-11-28,137817
1D6cda9SECd1AoFVCgehL9,frérot,2017-09-02,125138
5cVNxPoIiANJvIkc4jgltE,rihanna,2016-10-14,81714
2BIZLml6TRIrALbn0uGHr3,marche,2015-06-03,10890
3A2yGHWIzmGEIolwonU69h,act up,2019-04-20,70253366
4vfsh1GHqHZtTlkusq9j5E,wiggle it,2019-07-12,1642459
0Otdui0avqjOxuCAzC7Jfc,jt first day out,2019-10-09,784000
7vGWH8cSr389jeNN4fsXYQ,nobody to love - radio edit,2014-08-23,18572715
10zm24iyuS1T08u7gtW8DZ,changing - radio edit,2014-10-31,17577738
2Wr970IfovsSGnfkE08iMF,find me,2016-11-26,7965356
6lD9nDl7jBUSIPDMAMZjuD,anywhere,2018-10-10,7421118
23PJY70rydGYINeC4Anfnu,nobody to love - extended mix,2014-10-25,7195084
59XO64Te17WcmnmMQXQbOj,cry,2016-05-20,3134208
0PHfZlgL2QB7rkmBEeJ0pr,stay,2016-04-02,187310
1OiaVZJ4jzXor8xnB0jQ31,nightingale,2016-03-11,20355
5Nr7uaEd0QxmG8fJYN2ABJ,redemption,2015-08-28,14136
0YU17F0BlVXvmx5ytsR43w,monster,2019-10-18,53550150
2A0CxheiQGQdCiKtOR7jMP,the passenger (lalala),2020-05-09,21753541
3ueGWDwh5tMsoKjxJnUFcB,courmayeur,2020-03-03,8540734
4KxShgbINUXGOEzHORBvYA,che ne sanno i 2000,2016-09-02,2227104
6l15fvZdCB1pvNgeuFk6Fw,lonely,2020-06-05,1084403
4ci9l0RShM2KiE5zHIKJHg,tu sei,2017-04-08,438803
0mS86fhhQzV5xvt2ydbxP4,in the town,2017-10-21,109749
7lMIJ4EFWRVoAIPDpeGyM3,blue (da ba dee) - gabry ponte video edit,2017-12-31,75409
4tknhO5RmXIxnpoipMKBmG,monster - robin schulz remix,2019-12-05,73194
4CxKfD8lVWKL5fLCxyNw32,quando arrivo io,2018-01-05,49243
3XBlI96zvHzteXB3WCLuOx,anche se non trappo,2019-02-22,46201
2yAVzRiEQooPEJ9SYx11L3,blue (da ba dee) - gabry ponte ice pop radio,2017-04-30,30182
0E6PsO3ymCfUh7pJQjBgkj,apeshit,2018-07-13,82272482
4F8V44j8cbjHnXjfW2HruU,boss,2018-06-20,2510735
44lusH2vzc4sRAwsooRhPh,nice,2018-06-20,800467
7zmleW3XZx0uUsL2CkFuDe,summer,2018-06-19,642157
0gu5B9dUOiLezdDjrLPCCV,friends,2018-06-20,316400
2PPJ49WjSLWpMkGrAEsprg,713,2018-06-20,288677
3YSGNyECNTgQCItSR7i2oP,apesh*t,2018-06-18,75278
4imKIkVUzP2Qmf4QeMGrPQ,heard about us,2018-06-20,27371
2rCuBpIkHVtY16o0PRv2GS,black effect,2018-06-20,1015
06xtJscJRJBZjTThCy46iq,mula,2018-10-31,13114505
6gsCuOHqoaJrMH9HQxxgJK,boxerschnitt,2019-07-19,9023960
1iGM29PpHTyrra18Ft0w7O,u23,2020-03-13,6825847
7bTpDFKTd8GiLzrDclmCjh,ruf mich nicht an,2018-09-28,6029723
1ODvFnDBC1c79WF5h0mepn,ausländer 2020,2020-04-17,5944035
4G0Ntye3QubS2Ys8GMg8vy,nagelneu,2018-12-04,4616626
6qA8rvvkzR3z38X3FoeX32,liebe heißt,2017-09-22,3586124
3MhCFPbAnGEboerYtltiPk,eksi,2018-09-14,3542669
5Z9SmeVkcCCOzJ9bncQYq5,xxlarge,2019-03-15,3177440
6vFR3EXsCZ8JurXwzlM8z7,groupie,2017-07-24,2883405
09gWpaMTaaptKYN3xBW1eG,delikanlı,2018-10-26,2451158
5nAszhJBgJpQUFg5SLF8nt,modus mio,2019-09-06,2000454
1aPhcTvYeDzkc55ZLk5ECs,sunpoint,2019-06-14,1961500
7xsbgntfyiAQTsz54WMfNz,gewitter,2020-06-05,1775298
4yQDlzWSZ1eGmXd6jjQZZg,ohne limit,2019-08-09,1501656
5n53jVHZbwehX7Kxt8jkAm,bas gaza,2018-08-17,1444169
7aT0pXlRM2Alm5pa58J7NM,perlmutt,2019-04-26,1273244
3BDJQNagxTyHWKNvcHtsin,asozial,2017-08-11,1057664
5IFskxBT37jatIWH6ahf3v,ha siktir,2018-05-11,977241
0kBKGczYtpwhXs2FUy6XC1,rolex & air max,2018-06-22,357711
3BCMPKOdAoXpvDXxiVCwKG,like geile bitches,2017-09-22,353881
2xGbYbIzqSbe3s7uxcgzcw,danke baba,2017-09-22,241483
6pdd0UgFVtEBEUPsH4Iz94,das ist kik,2017-09-22,240092
7lKmH1EiElnQdYdWPFnySe,ausländer 2,2017-09-22,238282
2cos0GoAP0LnQMoW9Goe2c,sie reden,2017-09-22,229271
1BRH1yP1MJJROeZcIgMt5R,ausländer,2015-10-09,152288
30GvPqDekEwkKmKPMiEncX,für yt zu krass,2017-09-22,95042
3cDdv1Hoe5WcIjR94X3Ou8,hooligang,2017-09-22,91195
7w87IxuO7BDcJ3YUqCyMTT,pumped up kicks,2017-12-31,82536326
4v0CuFW0bEMBQ1gRn2mB3X,sit next to me - stereotypes remix,2018-03-28,3499624
3lXYJJYqh2oFL1U3yVec73,coming of age,2015-04-30,499883
14aqr8yZODpQyuqhSxLMTV,sit next to me,2017-07-14,230434
4HRa9ZWcmZ8JD7UySPu0wT,don t stop (color on the walls),2015-05-30,56044
5Fli1xRi01bvCjsZvKWro0,houdini,2016-02-13,35775
1nPjPnOhuKXhhjHA5LSaqL,ruby,2015-11-27,20852
4bMIRaesSZwIldFWCGs96S,i love my friends,2017-07-21,13643
3uJsg8xIH7OpWHxuJaMLJX,ride or die,2018-03-09,13609
1C50sKrPuWp8mkSC0GA6DW,doing it for the money,2017-04-28,7920
3u1Er1rkjn1oSz1xdZH3ZD,call it what you want,2015-11-19,7887
0qIl44RSf2y38V39V5koXj,loyal like sid & nancy,2017-06-30,6006
7lVoniii4QwhNjCeHij2xZ,worst nites,2018-11-09,4139
2flxduIqEbsicdmPyj1WVW,imagination,2019-07-02,1867
4VbDJMkAX3dWNBdn3KH6Wx,helena beat,2015-03-23,1076
12mhNDtyap89L9H8KLexnS,bad boys,2018-12-28,3213833
5uXwEZu4Xr7uC88JbKWBw4,spara - prod drone126,2019-10-18,506812
1jyasp8wzkAGWDy7asEEyQ,denti d oro,2019-10-18,505536
6Z9tpmnIW8EqRFF3oxHnyr,squame,2019-10-18,471629
1DwulgXx8YeUEuHGVFLVRU,più forte,2019-10-18,420801
3z6CxEcIMYkRbZE5M4BFZY,babe,2019-10-18,406971
47gDMOf79tDxzm33tdZefz,gitano,2019-10-18,399151
2e1AsN8C2qBKqP8fzKF4Ko,benzina,2019-10-18,350567
0vd3EX5wNbD9xYFoMadp2J,problema,2019-10-18,349748
1ssQqjRO7YTqy9QSSVAEK9,nonmifregaunca,2020-04-10,338312
3a0JZaMR620t4xoS0oLH3u,dirty - prod. nino brown,2019-10-18,323955
29ZgNgqRuo8diPhv2KYQrN,come va,2019-10-18,142135
7rWq6WfZNwilZgRvZUw6CQ,try,2014-11-14,23459551
0rFOs9paloAvEtzwDX1Kmc,bubbly,2018-02-14,14138471
5OGkKx8jP0A5KSULEc6XYZ,realize,2018-02-14,3814244
4btI3SbhO6iNjup5fRN92Z,mistletoe,2014-12-25,400473
1xOciQno6i6vGvwr6tSuJS,brighter than the sun,2014-11-10,380878
1le5KVGTF1xWf2aUj7ruLy,fallin  for you,2016-02-14,30267
4ULvFfba8gWMR7hWAjtfF4,baby it s cold outside,2014-12-25,26627
7pFSMta72T74cvZ8byKABQ,like tomorrow never comes,2016-09-02,19208
2wNIeHGJKq45Ol6Rv9ytdk,santa claus is coming to town,2015-12-24,14608
20daJNRk63gyzXTcZW5dwU,goldmine,2016-07-22,3893
2xsqdcHeqhsBH48mKni0T8,never got away,2016-08-12,3298
5Kpc5a5FgVBOXXsJF6HliC,gypsy heart,2016-10-07,3183
2viEfz2Y3y0Bqs6jewnvYr,christmas in the sand,2015-12-24,1935
4jmXRXJV8LZgX8BM0EbRvO,unter meiner haut,2015-07-23,19127825
7c7B1yGUIVUQf4yvWcVU5M,ich & du,2015-11-21,14711847
0YNXJlEqiBJJHOLi3V2DDV,unter meiner haut - radio mix,2015-07-10,6298792
1twCDBPDERLBAYFhGjmNfI,viva la dealer - gestört aber geil remix,2019-07-12,1392325
40kZZxVGvf2jYaInsw2lPA,vielleicht - radio edit,2019-02-22,702591
2vr0CMTmtUgqX3HcYGBFmZ,deine mutter - radio edit,2019-09-06,74393
02HNbJXijTZMtHwr2S04GW,für immer wach - radio edit,2018-09-14,66549
4udvXCBLxXUwbW0zs4afUk,millionen farben,2017-04-21,39954
6ZOsBNvsw48kvmUFDet8tK,la stessa,2018-10-06,7332422
4vlmiFfNIgdfuQJcIgIYhk,comunque andare,2016-05-28,6987254
2OhD2CM731aBTpRACnAM4q,trova un modo,2018-10-05,5145171
0p3x5S3Ay0sVUQhjebIxDb,sul ciglio senza far rumore,2016-11-23,3633014
1P1vtfVHyYTYhVX1is7qcT,stupendo fino a qui,2016-01-29,2567004
0jmrRnVetXvXlU6RUqnoTY,vivere a colori,2016-09-14,1922472
3hszFdGh7BONylIkhXQ9Td,avrò cura di tutto,2016-01-15,89982
4sEYRwjUu8U3OW9uYUQ4t3,la vita in un anno,2016-01-15,73727
3BjBVIULBQDN6JxaKsWWYZ,amore puro,2013-10-06,56027
3CH1TOzOt2r5rmUhe1SD5T,immobile 10+1,2019-12-20,49197
7asV2ve9U4AzW7YJXl33v4,l unica cosa da fare,2016-01-15,45321
0taheMDGubABEnocamFyT5,dalla tua parte,2018-10-05,43806
4WhufCWI39JPz2C0nlhha5,fidati ancora di me,2016-01-15,37965
5QU6VA52aW2biNHM3aXjhp,mi porti via da me,2016-01-15,37652
6oD5rT0SvR0KQS2knGXUku,il mio stato di felicità,2016-01-15,36968
6Y8RlJBXukkVVGyIMESXz9,forse domani,2018-10-05,36221
35Vgfz3wO8ZTNy1trwQBUE,appartenente,2016-01-15,35302
2sP01UNSwz1wBBMV4lSnaM,se il mondo ha il nostro volto,2016-01-15,18120
2lyHFW4NhvXY4Pkrj9M4bQ,nel tuo disordine,2016-01-15,12531
2X1apalvqzzLHzj9dOxv5c,non sarà mai,2016-01-15,12527
6wERCmUmOZpvg8LcGllT9G,l hai dedicato a me,2014-11-13,2931
2zVNIG9cfMyFxt8XqJ64s4,ijskoud,2019-02-16,41705824
2zgYC13KDtqwVwNremDoWQ,sexy als ik dans,2014-11-08,9346322
1CMs5fZu0FYsYYz5wtBcsj,diamant,2018-05-09,5507540
4maOGA8YsUFDz8BnluKYfP,mannenharten,2015-04-27,1999271
0zpIIj4ibvMHLelA3ttsIx,hotelsuite,2016-05-13,1902863
0vD3iHE26wBfg2r4wM8MJ4,ik heb een meisje thuis,2015-03-13,389370
0aPDGxEVCivixvEARexSGV,de man die niet kan gaan,2014-10-29,299597
6aPi3SH0DVAibe7SNNLv2N,hoe,2015-11-29,124929
6MdBXLCOfMfHMnUnv5yKTw,als je moet,2015-10-30,70931
4wznCmNhheAEsgzGKDlr9w,entree,2020-02-07,42015
2t3ebknYxQR4ZJRqYA8qr1,underdog,2018-10-12,28646
6vz5SrpvLzuOZmdX6AzwOS,wat is wat,2019-11-15,28222
3DHTflyfRnYcgNS7IKSGtB,hoogste versnelling,2016-06-24,15457
2lK9tudkzQgUBuK1c2vdTE,nachtdienst (east & young remix),2016-09-30,13008
7uIQBgTo7OIKz1TGzAyNvw,hier met jou,2015-11-13,8806
1UYKblpQJuAUsPozpOkRhh,de kleine dingen,2014-12-12,7769
0w3Q14i073jLoew1hgJkwD,heartache on the dance floor,2017-09-22,39743606
7f08qp3HROTkfrtNpiYGGo,dirt on my boots,2017-04-14,17392431
4ly1QBXEwYoDmje9rmEgC4,head over boots,2016-06-30,15785434
0bPnT6i9H1p8Vd85GS6Z7I,night shift,2019-06-08,4792696
3ZjytV5BojgvkPnXdY5zV2,patointeligencja,2019-12-17,13470162
78L2RUFISfqkmZMTCLYQJC,100 dni do matury,2020-01-24,10557745
6Gn7Tpem8ydQpS5aIZWV57,mata montana,2020-01-17,8496405
0vPVqOKo8LWVganQgBZS5y,schodki,2020-01-20,8376140
7BGYwpS2RJ9Cp6YB6H0Xgd,biblioteka trap,2020-01-17,7700548
2kYgryHD0pSjhorV2DOdxc,drift,2020-02-01,6773453
2sTuKKRZI1ciK5tflR00YE,gombao 33,2020-01-20,6573179
0GZfZOUpFBfArX6F50LXyf,żółte flamastry i grube katechetki,2020-01-24,5074876
0l9XhUIYk2EjT6MHdh4wJU,piszę to na matmie,2020-01-17,3924758
7ozXiOdFfLHACRuWVjhesz,prawy do lewego,2020-01-20,3678143
6wewGfrHp3Bo9VX7BorrMS,tango,2020-01-17,2529222
7jeqHTL5LN4YEyMhiqf9Ei,homo ludens,2020-01-17,1385956
3zQwSlwBo075R2kqRavZmu,nero,2020-01-17,1039711
4fxdAGtDLyKnPXGpc1AwYM,cafe prl,2020-01-17,939606
2djOm6ZTZ8UIjS5pUc5Xqk,wino sangrita (s01e01),2020-01-17,928356
5wVQafI8nMlodh2wnTj9K4,konkubinat,2020-01-17,774589
4OAgi8gl0NJaQ0Ckti4COg,zobaczymy,2019-08-23,673966
5EsY61RsOo27YU8Zd79Fpx,lezore,2020-02-10,479689
41gjsrLFhiuIph9dMCnbeL,halellujah (cover),2020-01-17,345717
5tooJYgKgCokXse5We3s1D,intro (do nauki),2020-01-17,292217
1V4d5picpLwrspSjLrhiNY,brum brum,2020-01-20,274242
7mPswbVlmhVoLsAligGviA,#hot16challenge2,2020-06-10,233361
5F5Efj7wLHmc4flAAT5VMQ,znowu razem,2020-06-10,173759
0GeA2bqyy2bsQLPcZ5nhMh,co ty na to?,2020-02-10,22237
6NprDUe0yiLIVGgcnFGgtq,pem pem,2018-02-24,30836854
3Nc7IorgrSffzaQrQWVw4L,musica (e il resto scompare),2020-02-10,21363391
2N85HU7TqO8lAmHA7AkNdP,mala,2018-09-21,2842555
2IrVPxqGTth7edaoEMVCan,lamborghini - rmx,2017-09-22,2750996
3fsalArvHxFixTCmxqLreg,fanfare,2019-06-14,2729542
3mEknUDIZDmVPxDWP5ZCG0,fuerte,2019-06-14,252727
65BAodW4WeNG1eKT4oKusq,maldito día,2019-06-14,55811
2u6gCNAaIu34owL7iYMgYm,pegaditos,2019-06-14,52081
75RcWSfa3V8GpdZlrYWMCm,ven,2019-06-14,48604
0XquD3gxbQ05yQOb8iTVMx,lamborghini (rmx) feat. sfera ebbasta & elettra lamborghini - rmx,2017-09-21,15305
3Dkfcd3DbXGVmM05KCRuFA,casino royal,2019-12-06,23224525
3ecKtWMr8HK99YOs7L6Ps3,kriminell,2020-02-07,18549280
1BRdeyNaPcblzeqaBum5TS,sie will,2017-07-14,7594222
1y4uzhemSbfya50s7D2Fr3,streit mit dem mond,2020-01-10,3927668
6c1N7X3dDuHz3GXUHwVcNV,suizid,2019-09-06,3181008
2vwEnjG9FKzafXjZA3Xdyz,push,2019-02-15,2875834
0fRoN30HIQ9pju3O6HLsTz,30 km/h,2018-09-15,2766268
7IwKLDtA1iSbMeMH5lVXTv,mörder,2017-11-28,2546747
2PWoNQSfPnI9H3BZM0pgHo,crossover,2020-03-27,2340159
1bAz8BCBuY5peGKEPw8QOG,habibi,2018-02-09,1859197
5yR9zQJUyLnTk6Yn3ngzam,telvision,2016-11-25,1742310
2c29V09iLysp2Yn6J9jWyd,polaroid,2020-04-03,1565052
27lm3yIbCVK72Sxzg2bC2q,hshc,2017-05-12,1276657
2p09ILCOs8xHuoeL71BimH,cashflow,2019-07-26,1268982
36hWOly5M1ZpbXPXAlKNjH,cyberpunk,2020-03-06,1033827
0bhJP2c24CR3GChna0zqbi,unfair,2018-01-13,953018
4D5Ew9tEw8AAahXfC47v35,hütte im wald,2017-02-17,833549
1Eu69s98UkqQ4lIhG4Qmw0,plan b,2020-02-28,764951
0mtaT3tbw0rTY6qIkTxpRM,warum ich,2019-06-14,691916
74q8N8HVpigzl6WIaCMQg0,ich kenne mich aus (feat. pa sports),2020-06-12,517692
57g5AquSPkxscFJoRobkjn,ok,2019-08-16,468213
5bpusgJgok2kSXDESoHxA5,keine tränen,2019-10-04,462945
2ObOYicWkn827db0UUTw2j,guilty 400,2018-07-20,431593
6kVy3XrulyG8BKmkw4st5N,vergiss mich,2019-06-21,427019
5MIqytehFV7QAX4BUcRSgG,headbanger,2017-10-13,341423
36qdhzy2XAuQqUWo55h433,back to the roots,2017-11-03,234442
2U8jIas8rQh6guxZXNEu8o,weil du mehr willst,2020-01-24,77849
5RUoN245K6CutJYdgdu4Qv,träne,2018-01-12,75643
2sOrroHqKbYFP2MfHxhQMc,cellophané,2017-03-03,9555028
5cKIAHPEHZ5aGXqvksSrS6,turbo,2019-12-20,4987786
55g4eVo9OMDMxOgt3oMjio,delorean,2018-09-21,1961279
4QFTphjQvxptMVSFxreHkl,solitude,2019-11-29,1164812
0KzRZV1KTe50Mlfn1ayV6q,fantôme,2017-03-15,1006753
5Y8xlzhEKsvgl1NxO3LPbY,rien de lavable,2017-03-03,579786
3k9TCZF4XV55lvukaQHPjd,cactus,2019-01-24,553692
7DIFgt59SxjNITfr0c4Hym,500 €,2017-03-03,524749
7MrLw8A7ocTwSAVK0S1P4d,immigri,2018-09-21,509886
6k9ZkebAOFFNFrN6KOcsam,pattaya - bande originale du film ‘pattaya’,2016-02-25,390383
1cfiRaha1blHDtx3AzGHmm,tu déconnes,2019-07-05,376326
0yOGHkmTFfH3wT4NsTZnHA,room service,2017-03-03,301315
0kNTwGpGylufQDeCnTdiGS,yellow,2020-04-10,286085
07pMhv1V3S0E6Hmezmvg19,fratello,2018-09-21,249977
1aJQFFIDtH2ZIHxBV5SWdV,911,2018-09-21,235324
55UB2EhSLjqlrUcDIBPZX0,bonhomme de neige,2018-09-21,231706
0RepWTbXCsUlfz2Zr8rKRz,x-men,2018-09-21,229634
72F6Byv9o8aEzxza2o1Fn7,santiago bernabéu,2020-05-29,150534
1fd9ndTtEwY3uENZolFJwm,midnight,2020-05-13,143142
0S3bHR0WqGHgq9D8pSbjfJ,personne,2017-03-03,134074
7jn2j3IRq37mEmUI6UaoDR,capritour,2017-03-10,127421
4ECh8GlS1okUJWn6VlwZah,drugstore,2018-09-21,110082
7BelEXVYX6ByuanblHIwzU,dans le ciel,2018-09-21,86005
48Y01CBQig3RoV2zbG4EQ2,insomnie,2018-09-21,83835
7L673Cv2lzQJkG4eyqjG0Q,all i want for christmas is new year s day,2017-12-24,4089427
5kwTdbmR4WXkjISa1U1Yao,lights - bakermat remix,2015-10-02,666811
1DjLBipaNw74WmZkvTyho9,ready to go,2017-09-01,98005
6bBFnPWD9u4rWFnUUhYyeo,beautiful ones,2017-04-21,88265
01zJQ3UOwmu2jXQ4J55LNj,some kind of heaven,2015-09-05,33053
7sI4v3DstaUkuDLkWQcmE4,wish,2015-10-09,27323
4iQSdvASvgAiOxalOnGHPV,hold on to me,2017-09-22,11454
3r6LCOKeOnR68ZaqkZn93y,rolling stone,2015-07-17,6026
6FgFCnTHqptnsx9sdp2yOs,voices,2020-05-21,4068
0XdSCgnoAJNPAlxhmH9Fer,wings,2016-03-03,4007
4K7UVTWlPKb0chM9mEZ65e,lights,2015-10-19,1821
2WmDlNSXpyYgMK0ws7ZWDa,stay,2013-11-10,1441
0s28qR4TvOmbHZwKzkeeRj,miracle,2013-11-10,1331
0GDz2tPdh6FbxJxM75SQB4,somebody to die for,2013-11-10,1313
2pxpJ9lmbqPEIk3M7ezLR0,wonderful life,2013-11-10,1050
6sMKnGxbHEloI6usl0FLdh,gelemem,2020-01-17,12988760
4UzzaOnEWqlSEpeq865ccw,görmedin böylesini,2019-05-24,9813942
2HomWdJV2msBL9XvAnUgiB,kime ne,2018-12-14,9198023
7zzI3SbctTJN6wDerZNZCD,beamer boi,2019-11-20,8248883
4OHQvqMWC3ypTV9MeKuDFa,yolumuz yol değil,2019-11-15,4583059
6z9vDgzUUYTdvIikaMIEVt,legal,2018-12-04,3680664
5egx5XspJEASDzS0ICQNQk,canın çıkar,2018-12-18,3369979
71KzugdRW5iyfKUiaABpH1,sürtüğe bak,2020-02-14,3161637
52ivKJba96Z72ed5UaNMtf,para vermem,2018-08-28,2937534
7wreeb5gjBl7Q79iYOLYDU,umrumda değil,2020-02-07,2202393
1kS4qY9fcHPPaHRGsPbgEe,güzelce,2019-02-26,952976
6YPCSiUNUJqxMIC8ppj7dV,hepsi geçecek,2020-02-14,950876
37JOtIWgKtaIKMSfe8psZX,her gece,2019-07-19,896525
0urQ2soGWRmq72RI8C8Oiu,geldiğim yer,2019-07-05,847130
56UvyKdzqc8RhQzlvp6CH8,koy,2020-02-14,812826
1uXrBvwyICvFg0gMdXANCV,rdkyszn freestyle,2019-07-12,703423
0HkXS4wIJhzwJPyFP6Ioqu,çıktığım i̇lk gün,2018-08-06,281193
4UZD6eQqVkKvuLVOCUnlPk,doymaz hiç,2020-02-14,212319
7e7bMsX8c5sgsSO86CInfK,altın diş,2019-07-27,164957
3fAhNLA5mpPdmAmpF39xHC,cinderella,2020-02-14,71129
0WMr72nu3YMRgU85xkRIK9,kavga,2020-06-12,35006
4Z5kHD8BHexZH3Il0FhQvo,yaratık,2020-04-10,30808
4qUz3BeVkyirERXDv5VMkG,olmaz,2018-12-14,29050
2gNUhwU7Ib1rIzFOjHHthp,solucan,2018-12-14,17506
2toDVsP8s8Vgqf0nirHRCK,kavrayamaz,2018-12-14,16590
07H8jfMcf7fUfiPlWztZYI,asla,2018-12-14,15029
4MdL5P9G50Nb90PeEjhfbz,sorma,2018-12-14,12944
0PT7nlpo11hYYyfnBgtilT,nasty freestyle,2015-05-22,85589548
2jdbZGFp8KVTuk0YxDNL4l,高嶺の花子さん,2020-02-11,24691154
0ssEfLe9aqPhMmLXKqBw6J,ハッピーエンド,2020-06-07,19951131
5P8ZvBQoCrujjNcLAxO3Su,クリスマスソング,2019-12-24,18622536
